Price,Size,Address,Price Per Square Meter,Price Per Square Meter Integer,Latitude,Longitude
€ 227.000,43 m²,"Monolocale via Generale Giuseppe Govone, Cenisio, Milano",€5279 / m^2,5279,45.4919625,9.1643391
€ 1.080.000,137 m²,"Quadrilocale via Antonio Bronzino 1, Città Studi, Milano",€7883 / m^2,7883,45.4783414,9.2222319
€ 850.000,105 m²,"Trilocale via Mosè Bianchi 27, Amendola - Buonarroti, Milano",€8095 / m^2,8095,45.4721411,9.1492883
€ 212.000,53 m²,"Bilocale via Arnaldo Fusinato 9, Bovisa, Milano",€4000 / m^2,4000,45.5014082,9.1499113
€ 670.000,145 m²,"Trilocale via Carlo Imbonati, Dergano, Milano",€4621 / m^2,4621,45.5020071,9.1820878
€ 229.000,55 m²,"Bilocale via Carlo Marochetti 12, Corvetto, Milano",€4164 / m^2,4164,45.4397863,9.2252139
€ 3.990.000,451 m²,"Appartamento viale Vittorio Veneto, Repubblica, Milano",€8847 / m^2,8847,45.4788936,9.2012049
€ 229.000,55 m²,"Bilocale via Cascina Barocco 9, San Carlo, Milano",€4164 / m^2,4164,45.461534,9.1084697
€ 399.000,55 m²,"Bilocale via Paolo Lomazzo 59, Sempione, Milano",€7255 / m^2,7255,45.5887899,9.1040842
€ 1.292.000,201 m²,"Quadrilocale viale Paolo Onorato Vigliani 21, Monte Rosa - Lotto, Milano",€6428 / m^2,6428,45.4817004,9.1473322
€ 461.000,89 m²,"Bilocale viale Paolo Onorato Vigliani 21, Monte Rosa - Lotto, Milano",€5180 / m^2,5180,45.4817004,9.1473322
€ 1.950.000,170 m²,"Appartamento Passaggio degli Osii 2, Duomo, Milano",€11471 / m^2,11471,45.4643718,9.1879297
€ 890.000,118 m²,"Trilocale via Tortona, Navigli - Darsena, Milano",€7542 / m^2,7542,45.4540402,9.1650511
€ 710.000,130 m²,"Quadrilocale via Paolo Sarpi 1, Paolo Sarpi, Milano",€5462 / m^2,5462,45.4817737,9.181008
€ 270.000,70 m²,"Bilocale via Trasimeno 48, Quartiere Adriano, Milano",€3857 / m^2,3857,45.5150216,9.2494765
€ 300.000,55 m²,"Bilocale viale Monza 106, Turro, Milano",€5455 / m^2,5455,45.5012799,9.2212098
€ 380.000,66 m²,"Attico viale Caterina da Forlì, Bande Nere, Milano",€5758 / m^2,5758,45.4602621,9.1238424
€ 6.500.000,500 m²,"Appartamento corso Magenta, Cadorna - Castello, Milano",€13000 / m^2,13000,45.4671039,9.1732513
€ 2.500.000,246 m²,"Quadrilocale piazza Sant'Agostino, San Vittore, Milano",€10163 / m^2,10163,45.458945,9.170503
€ 890.000,131 m²,"Quadrilocale via Luigi Canonica 62, Paolo Sarpi, Milano",€6794 / m^2,6794,45.4797814,9.1752939
€ 630.000,115 m²,"Trilocale piazzale Gabrio Piola, Città Studi, Milano",€5478 / m^2,5478,45.4805403,9.2233687
€ 3.250.000,280 m²,"Attico via Cerva, Borgogna - Largo Augusto, Milano",€11607 / m^2,11607,45.4642358,9.1987325
€ 1.019.480,127 m²,"Trilocale via Andrea Solari 11, Solari, Milano",€8027 / m^2,8027,45.4565806,9.1616079
€ 957.000,87 m²,"Trilocale via San Marco 28, Moscova, Milano",€11000 / m^2,11000,45.4771366,9.1887815
€ 550.000,75 m²,"Bilocale via Enrico Tazzoli,   5, Garibaldi - Corso Como, Milano",€7333 / m^2,7333,45.4835955,9.1857162
€ 810.000,115 m²,"Quadrilocale via Giulio e Corrado Venini, Centrale, Milano",€7043 / m^2,7043,45.4903394,9.2142794
€ 650.000,60 m²,"Monolocale via Vincenzo Capelli, Garibaldi - Corso Como, Milano",€10833 / m^2,10833,45.481861,9.1867066
€ 1.490.000,211 m²,"Quadrilocale via Costanza 11, Washington, Milano",€7062 / m^2,7062,45.4597909,9.1541052
€ 268.000,56 m²,"Bilocale via Giovanni Antonio Amadeo 46, Città Studi, Milano",€4786 / m^2,4786,45.4710224,9.2353148
€ 139.000,40 m²,"Appartamento via Padova, 286., Crescenzago, Milano",€3475 / m^2,3475,45.5083849,9.2464192
€ 450.000,97 m²,"Trilocale via Zurigo 10, Inganni, Milano",€4639 / m^2,4639,45.4575356,9.1210064
€ 310.000,76 m²,"Trilocale via Fratelli Rosselli 25/2, Bologna - Sulmona, Milano",€4079 / m^2,4079,45.4423704,9.2264968
€ 1.490.000,211 m²,"Villa unifamiliare via Costanza 11, Washington, Milano",€7062 / m^2,7062,45.4597909,9.1541052
€ 550.000,117 m²,"Trilocale piazza Firenze 19, Portello - Parco Vittoria, Milano",€4701 / m^2,4701,45.4873305,9.1520288
€ 1.250.000,220 m²,"Appartamento via Oreste Cipriani, Maggiolina, Milano",€5682 / m^2,5682,45.4951628,9.1891184
€ 995.000,130 m²,"Attico via Fratelli Bronzetti 3, Indipendenza, Milano",€7654 / m^2,7654,45.467665,9.2134053
€ 7.300.000,350 m²,"Appartamento viale della Liberazione 15, Porta Nuova, Milano",€20857 / m^2,20857,45.4821607,9.1936501
€ 800.000,117 m²,"Quadrilocale corso Sempione 36, Sempione, Milano",€6838 / m^2,6838,45.4770597,9.1697091
€ 545.000,120 m²,"Quadrilocale viale Legioni Romane, Primaticcio, Milano",€4542 / m^2,4542,45.4597293,9.1308437
da € 795.000,da 83 m²,Appartamenti e Attici di nuova costruzione a Milano,€9578 / m^2,9578,45.4627338,9.1777323
€ 475.000,170 m²,"Attico via Dino Buzzati 1, Vialba, Milano",€2794 / m^2,2794,45.5156394,9.1332949
€ 530.000,115 m²,"Trilocale viale Paolo Onorato Vigliani, Monte Rosa - Lotto, Milano",€4609 / m^2,4609,45.4809677,9.145814
€ 537.000,90 m²,"Bilocale viale Paolo Onorato Vigliani 21, Monte Rosa - Lotto, Milano",€5967 / m^2,5967,45.4817004,9.1473322
€ 414.000,114 m²,"Quadrilocale viale Legioni Romane 44, Bande Nere, Milano",€3632 / m^2,3632,45.4606706,9.133914
€ 780.000,198 m²,"Appartamento via Gianbattista Bodoni 1, Certosa, Milano",€3939 / m^2,3939,45.4881789,9.1549341
€ 780.000,100 m²,"Trilocale via Carlo Botta 40, Porta Romana - Medaglie d'Oro, Milano",€7800 / m^2,7800,45.4537306,9.204448
€ 3.400.000,392 m²,"Appartamento via della Moscova 12, Porta Nuova, Milano",€8673 / m^2,8673,45.476024,9.1943611
€ 376.000,68 m²,"Bilocale via Bartolomeo d'Alviano 1, Tripoli - Soderini, Milano",€5529 / m^2,5529,45.4524062,9.1417288
€ 535.000,115 m²,"Trilocale via Paolo Uccello 5, Monte Rosa - Lotto, Milano",€4652 / m^2,4652,45.4803173,9.1463225
€ 283.000,82 m²,"Bilocale via Fra' Cristoforo, Cantalupa - San Paolo, Milano",€3451 / m^2,3451,45.4354349,9.1723419
€ 528.600,89 m²,"Trilocale via Bartolomeo d'Alviano 1, Tripoli - Soderini, Milano",€5939 / m^2,5939,45.4524062,9.1417288
€ 890.000,157 m²,"Appartamento via Domenico Cucchiari, Cenisio, Milano",€5669 / m^2,5669,45.4902091,9.1677806
€ 738.000,136 m²,"Quadrilocale via Bartolomeo d'Alviano 1, Lorenteggio, Milano",€5426 / m^2,5426,45.4524062,9.1417288
€ 190.000,40 m²,"Bilocale via Tolmezzo 12, Udine, Milano",€4750 / m^2,4750,45.4912878,9.2371302
€ 1.500.000,222 m²,"Loft viale Stelvio 21, Zara, Milano",€6757 / m^2,6757,45.4930343,9.1903667
€ 765.000,130 m²,"Trilocale via Marcantonio dal Re 29, Certosa, Milano",€5885 / m^2,5885,45.4942718,9.144871
€ 750.000,157 m²,"Quadrilocale via Tito Vignoli 4, Giambellino, Milano",€4777 / m^2,4777,45.4500154,9.1493191
€ 589.000,100 m²,"Trilocale nuovo, decimo piano, Quarto Cagnino, Milano",€5890 / m^2,5890,45.471251,9.1090288
€ 330.000,55 m²,"Bilocale via Stresa 3, Maggiolina, Milano",€6000 / m^2,6000,45.4912996,9.197981
€ 450.000,90 m²,"Appartamento via Capecelatro, San Siro, Milano",€5000 / m^2,5000,45.4832866,9.1351354
€ 390.000,64 m²,"Bilocale via Carlo Poma, Indipendenza, Milano",€6094 / m^2,6094,45.4637003,9.2161915
€ 330.000,50 m²,"Bilocale piazzale Lodi, Porta Romana - Medaglie d'Oro, Milano",€6600 / m^2,6600,45.4474618,9.2103008
€ 1.350.000,216 m²,"Attico via Gian Antonio Boltraffio 7, Farini, Milano",€6250 / m^2,6250,45.4916097,9.1856381
€ 85.000,32 m²,"Monolocale via Arquà 10, Parco Trotter, Milano",€2656 / m^2,2656,45.4934462,9.2261609
€ 715.000,120 m²,"Quadrilocale piazzale Arduino 11, Monte Rosa - Lotto, Milano",€5958 / m^2,5958,45.477765,9.1499761
€ 625.000,145 m²,"Trilocale via Corrado II il Salico 40, Ripamonti, Milano",€4310 / m^2,4310,45.4437004,9.1957334
€ 495.000,95 m²,"Trilocale via Govone 58, Cenisio, Milano",€5211 / m^2,5211,45.4897994,9.1627283
€ 255.000,53 m²,"Bilocale via Francesco De Sanctis 45, Cermenate - Abbiategrasso, Milano",€4811 / m^2,4811,45.5574844,9.0056919
€ 318.000,74 m²,"Trilocale via Angelo Inganni 64, Primaticcio, Milano",€4297 / m^2,4297,45.4513287,9.1252015
€ 983.000,148 m²,"Quadrilocale via Pinturicchio 18/A, Città Studi, Milano",€6642 / m^2,6642,45.4771019,9.221512
€ 399.000,83 m²,"Trilocale via Polesine 39, Corvetto, Milano",€4807 / m^2,4807,45.4397915,9.2233137
€ 205.000,50 m²,"Bilocale via Carlo Cafiero, Dergano, Milano",€4100 / m^2,4100,45.4868183,9.1677629
€ 228.000,59 m²,"Bilocale via Ugoni 6, Bovisa, Milano",€3864 / m^2,3864,45.4996325,9.1696195
€ 548.000,92 m²,"Trilocale via Alfredo Catalani 73, Casoretto, Milano",€5957 / m^2,5957,45.4885328,9.2247643
€ 990.000,198 m²,"Appartamento via Melchiorre Gioia, Centrale, Milano",€5000 / m^2,5000,45.4894433,9.1999626
€ 670.000,95 m²,"Trilocale via Tartaglia 29, Cenisio, Milano",€7053 / m^2,7053,45.487368,9.1691369
€ 336.000,51 m²,"Bilocale via Giovanni Battista Viotti 3, Città Studi, Milano",€6588 / m^2,6588,45.4832013,9.2284748
€ 329.000,47 m²,"Bilocale via Digione 9, Washington, Milano",€7000 / m^2,7000,45.4611302,9.1550082
€ 795.000,133 m²,"Trilocale via Luisa Battistotti Sassi 10, Argonne - Corsica, Milano",€5977 / m^2,5977,45.4654522,9.2277739
€ 249.000,78 m²,"Trilocale via dei Valtorta 57, Cimiano, Milano",€3192 / m^2,3192,45.5006888,9.2292451
€ 305.000,70 m²,"Trilocale via Orbetello 2, Crescenzago, Milano",€4357 / m^2,4357,45.502644,9.2453806
€ 966.000,160 m²,"Attico via Giulio Branca 2, Piazzale Siena, Milano",€6038 / m^2,6038,45.4656999,9.1365688
€ 690.000,110 m²,"Trilocale via Giulio Branca 2, Piazzale Siena, Milano",€6273 / m^2,6273,45.4656999,9.1365688
